team_name,video_id,comment_1,comment_2,comment_3,comment_4,comment_5,comment_6,comment_7,comment_8,comment_9,comment_10,comment_11,comment_12,comment_13,comment_14,comment_15,comment_16,comment_17,comment_18,comment_19,comment_20,comment_21,comment_22,comment_23,comment_24,comment_25,comment_26,comment_27,comment_28,comment_29,comment_30
Liverpool,nOsPa1m8QTM,A spectacular goal from Harvey Elliot! Absolutely magnificent!,"We played like angry dogs last night, absolutely loved it. It was the Liverpool of old, and our young lions showed up the main starters. Elliot was the king last night ❤️",What a goal by Elliott we should see him on the pitch on that position all the time every single game.,I missed this types of Liverpool FOR LONG LONG TIME. Full of passion and energy. YNWA.,Bajcetic was majestic in this game.❤️,...WHAT A GAME...WHAT A PASSION OF THE NEW LINEUP. Those youth players: Elliot and Bajcetic should be included in next more matches...can't wait their potential grow in Anfield,Elliott’s pressing was the best I’ve seen since mane left,Wonderful solo effort by Elliott who unleashed the 30-yard drive that glided over Wolves keeper and sailed into the net.,"A gold win-qualify from a hard home ""Molineux"". Stunning goal by Harvey Elliott we won with just 0-1 as in PL at previous season (2021-22, thanks to Divock Origi's goal) Well Done Reds, YNWA for ever!","Good game lads ☺
So happy about the game, not only because elliot's goal, also many chance created by gakpo, carvalho, tsimika, jones, and everybody else. Kelleher doing great too

It's nice to see the youngster get chance to proof themself, and seniors get the rest they really need. 
Keep the good work ",We're all happy to see the boys playing so well but let's not get too excited because it's a season and I'm really excited about his tactics klop ❤️,"We need to start playing like this more tight, compact and maybe not have such a high line at least until we gain some form or get new midfielders, we did it against Man City when we played them in the PL as well. Also think Thiago, Fabinho and Bajcetic needs to be the mid 3. With Bajcetic pressing more and Thiago doing his thing Fabinho won't have as much pressure on him and can use Keita when fit.",Elliott!!!! Oh what a hit son...What a hit.,Looks like some senior players should rest. Well done youngsters!,"Brilliant start to the week. Harvey’s brilliant performance saw us finally beat Wolves in the Men’s FA Cup for the first time since 1923. Bejetic is our future DM, he’s been incredible so far. Both our first teams will compete on FA Cup 4th round weekend against Brighton and Chelsea in two weeks time. YNWA 🧣","Common you LFC 
I’ve not given up hope on you ❤","Harvey’s on fire, our defense is terrified! ",What a goal from Elliot!,"Harvey Elliot is going to get big,big player in the future, well done for him!❤️","A positive performance lining up in essentially a 451 when out of possession. We looked more compact, which is pleasing to see than the disjointed half pressing this season. Bajcetic was excellent in snapping into tackles next to the equally excellent Thiago. Hope these two both start the next few fixtures",Amazing goal,Bajcetic is insanely talented. We've got ourselves another starboy.,"This is what we want to see. Hungry on the field, press as a unit, drop as a unit and do everything together.",Wow just wow i prefer this squad in the coming weekend against Chelsea....b4 the match i start thinking why klopp make this 11 the team that we can't beat with our first time how could now beat them with our second team but at the end klopp proved me wrong.....we forever need klopp in Liverpool,"young players who are always energetic, keep moving and working hard",Great game! Hope we beat Brighton this time,A goal from salahs understudy you love to see it,The young boys are playing well ,"we have a team packed with youngsters full of talent, just, i don't know, really need something to ""glued"" them all, to connect them all. . i'm happy for thr win, but, i hope we doing better in the league",Harvey Elliot is superb. A true Kop
Liverpool,QfC1fcg02z4,Liverpool are the latest example why you need to always regenerate your squad to stay competitive. The fact that thiago is the latest midfield they bought in 2020 say it all.,"As a Manchester United fan, I want to say that any defeat is a pain for a true fan of his team. I know this from the whole last season.","Game showed so much how much Van Dijk was missed.
I mean look at Matip's careless positioning for the second goal. OMG!","This game shows how much we need to improve our defence and midfield, it’s not allison’s fault, he’s doing so well and trying so hard :(",Mitoma is on fire. Ive never seen his play before this match. But he needs to progress finishing. Apart of that hes a good player.,I watch the game and I felt such pain to see this result. Hopefully the team can comeback soon and show the fans some good performance. Ynwa ❤️,"This team need more pressing and counter attack like Klopp’s old style. Bring back spirit, passion and soul of game for next match. Fuerza LFC","Danny Welbeck; what a player and what a wonderful goal by him
Since he entered as a substitute, he greatly disturbed the Liverpool defenses !","Todays loss felt deeper than any other loss in the past 7 years, it really hit me deep because it felt like the end. In these moments we must stick together with the team and support them as best we can and always remember, at the end of a storm there’s a golden sky, we will see those days again I promise. YNWA","Arsenal is my team but from these smaller clubs I've always sympathized Brighton the most. They play beautiful football at times and their team is full of fantastic players. They always manage to take a point here and there against ""The Big 6"" clubs and make their journey more difficult! Now they even beat Liverpool 3-0 without their best player, Leandro Trossard.",Great to see Wellbeck's quality. He's had too many injuries but he's still plugging away and is still playing great football at times.,"I don’t care what happens to this club I’m a red until I die,  I’ll be there when we win,lose and draw always backing and supporting these players who put on that jersey ❤","What a beautiful game by Brighton, and it is very nice to see how my Ecuadorian compatriots play, let's go Brighton, let's go Ecuador",I will forever love this club no matter what happens,"Absolutely listless performance ‼️ Looked like a  pre season  show off where no one had clear definitive responsibilities.Right back was playing on the left side ,LB was pushing up where defence was lacking .And then there was Joel Matip ‼️ who seemed to be playing for BHA in a red shirt.Kudos to BHA for kicking our butts so nicely. Probably the game of the season so far  for them. 
Midfield is ageing and slow.Need quick players ASAP‼️‼️‼️‼️",Win or lose I always support this club no matter what happen. I have watch this club up and down I appreciated what Klopp and the board have done for this beautiful club. We have won all  the trophy under Jurgen Klopp... Has a fan I have nothing to regret YNWA ,the last goal hurt me so much...look at Trent's position and reaction!!,"I just cant believe with one player leaving the team could have such an impact. I have a ""huge huge"" regards for klopp and I wish to see him turnaround his team.","Think today's game for me, belonged to Mitoma, he was the disrupting factor, that didn't allow Liverpool midfield and forwards to switch from defensive to attacking.

I feel what it is to lose and be at the position Liverpool is at, but there is still a long way nearly half the matches still remain. They need to ditch the other cup ties and focus on PL, Use the other cup ties to test out players who can readily switch to main team.

I regretfully say, Sadio Mane leaving was a big blow. With what I used to see him play, he used to be what Mitoma was today but at a higher level (like David Silva was to ManCity or KDB is to them) (no I'm not a ManCity fan, quite opposite I'm a Manchester United fan, but I have seen highs and lows so I understand) . Should have kept Mane, like how Son was retained by Tottenham inspite of Kane, Ali, Moura, etc. were already there in attacking midfield/forward roles.","Als Sadio Manes Fan, freue ich mich sehr über diesen Zustand bei Liverpool.",This is nothing compared to the pain before Jurgen came. 30 years of hurt but always LFC!  This year is a reset year for sure as we have too many injuries and our midfield needs refreshing. We go again next year once everyone returns and we refresh things.,"Brighton was a real joy to watch em play, pass and move, good pressing, no wonder Liverpool lost that game, we were always 1-2 man short around the mid and sides.","Brighton were superb here - let's take nothing away from an excellent victory. As a Liverpool fan, i'm bemused by recent performances. Something has to give.",without van dijk we’re nothing this hurts the most they’re no playing firmino and after mane left the team  it’s all over now for Liverpool ,"Since Sadio Mane left, Liverpool has crumbled.
Bring Sadio Mane back ","It’s so frustrating watching these guys play without any passion and just running around the ground and losing the ball every time. I literally cried after watching this game. We have already lost to Nottingham forest, leeds, Brentford and now brighton. I mean what’s next ? I hope we buy a midfielder this January who can improve our situation even a little","We'd never been outclassed like this since the first half of 2005 CL final, even before that...congrats to Brighton.. Klopp would find it very hard replacing Hendo, Milner, Firmino, Wijnaldum, or Mane, the type of players that suit his system... Elliott, Curtis Jones, Doak, or even Carvalho are certainly not those type of players...","LIVERPOOL HAS LOST ITS REAL MAIN PLAYMAKER (TEAM LEADER) : SADIO MANÉ. SADIO IS IRREPLACEABLE. I THINK SADIO HAS NOT BEEN TREATED WITH RESPECT AS BAYERN MUNICH DOES RIGHT NOW. IN FACT, IT IS BAYERN WHO KNOWS THE REAL VALUE OF SADIO MANÉ. KLOPP THIS WILL SERVE YOU AS A LESSON FOR THE FUTURE. THANK YOU SADIO FOR MAKING THIS DECISION. WE ARE PROUD OF YOU. GOOD LUCK LIVERPOOL MY FORMER CLUB. AND LONG LIVE BAYERN MUNICH MY NEW CLUB.","I hope van dijk, diaz and others comes back from injury ASAP because you can see that this team is suffering in all areas of the pitch not just the defence","Klopps playstyle is pressing, gegenpressing and a high line, always full throttle and running like a maniac. How can you do that that with inexperienced youngsters and oldies with an avg age of 30? It's clear he has run his players into the ground: so many injuries, so long recoveries and so many opposition goals on a counter."
Liverpool,G-u-GI317zw,"In this game we learned two things 
1: Gakpo played ok against wolves 
2: Allison went full Karius in this match",Nuñez's and Salah's goals and the Trent assist were the only positives honestly.,"I don't know which is more incredible, Trent's assist or Darwin being able to score.",Why can't i see anyone commenting on that TAA pass to Nunez. Absolutely beautiful🤩,Gakpo really looked sharp! Can't wait to see more of him!🤩,What an assist from Alisson,That nunez celebration is everything,Good to see Nunez scoring ❤️,Nunez what a touch !,"everyone’s so positive in these comments, yea it’s good seeing nunez goal, gakpo debut, but we made half a 19th in the prem half youngsters look better than our full best 11, we really need to do something",Trent Played really well in both Defense and Attack,"Shocking that midfield , the whole team to be honest top 4 slipping away now",Am honestly very disappointed with our defensive mistakes. What to do anyways let’s hope for the best. I supported this club when they won the league and the champions league it only makes sense to support it now,The best assist from goalkeeper ,"Gakpo looks amazing, we are waiting for the start in the match with Brighton",I am not angry of alisson after all he did for the club a mistake is nothing for me btw trent is improving,Allison had an absolute shocker,"Amazing.  When VAR gives Liverpool favourable decisions right or wrongly it’s like only Liverpool get these decision yet when decision go against Liverpool and there have been plenty especially last season, it is like what is the big deal?  Every club get bad decisions.  Selective memories by some.",A Very Difficult Complicated Match We Need To Improve I Feel Like My Players Now Thinking About The Next Match My Team The LFC ❤️,"So this has become Liverpool's story now.. Struggle really bad one season then improve next season, show complete dominance but somehow fail to win the big ones at the very end ",genuinely curious how the wolves 3rd goal is offside? who was offside,The fact that Wolves goal was disallowed is a disgrace,Thats it without midfielders..... tragedy,Congratulations to Liverpool 8M❤,Wat a debut,Overall the teams have worked hard,Trent good as always. Now change him to a midfielder.,"0:39
GOAL OF THE ROUND! Trent x Darwin","Other teams be like, ""injure Van Dijk on a 50-50 challenge and you can finish their whole back 4"" 🥴","You can tell it’s a Liverpool comments section.

Funny how no one is talking about the disallowed goal.

An absolute shocker"
Liverpool,zHnvgWoHBAg,"Didnt think it was possible for our players to play worse than we did against Nottingham Forest, but this was a good contender!","Nunez is a good finisher,he will finish liverpool someday",We went from one of the best at defending set pieces to pretty much conceding any and all crosses in to the box,Everyone is talking about the Liverpool loss but the Brentford win still remains underrated,"We most respect Brentford! They have shown time and time again that they have a solid team. They have now gained points against teams such as Man City, Chelsea, united, Tottenham and now also Liverpool! Great team!","One thing i like about Darwin Nunez is whatever happens he always tries 100 percent again and again, he'll definitely get his goals and prove his worth","Our midfielders are missing.. defence constantly under attack.. forwards not finishing chances.. Brentford without having much of the possession really outclassed Liv.. physically, tactically..","Life depends on acknowledging mistakes and correcting them for development. This is what we find with most of the major teams, such as Real Madrid, Barca, Man City and Bayern, while Klopp continues to rely on the same players for 5 consecutive seasons, despite the presence of a midfield problem that is clear to everyone except Klopp.",If you're a Brentford fan these are surely exciting times.,"This one really hurt my LFC soul.... when so many other games went our qway and we just couldent get the 3 points.. oh well, they will come",I'm lost for words. This was depressing beyond belief. We can't just pin this down to an individual error. Hopefully Klopp will get some players in Jan. Bellingham will be welcomed!,Brentford continue to amaze me (and now Fulham too),"At the beginning of this season, some fans were comparing Nunez against Haaland 🤣🤣🤣",Great game Allison had some amazing saves,We deserved it tbh we had so many chances we need some new midfielders which would actually support our back 4…,Happy for Ox to finally get a goal.,Nunez missed lots of chances but he also gets in position to take those chances which is good. But defence is worst by CB for 2 goals one which was ruled offside and second goal lack of protection is provided on right side exposing TAA with 2 or 3 attackers .,"If your life doesn't looks happy, you must watch every Liverpool match.. a football and comedy blended to be one performance",Klopp I’m sorry but could you just admit that we need a new midfield,Was hoping the own goals would save us again. One own goal wasn't enough 🥴,"Before we have Gakpo, Diaz, Jota and a new strong midfielder playing I'm afraid the games wont be going that much better than what we've seen in the last two games","""You'll never walk alone""♥️
We're with you reds to every win and lose.
I'am proud to be a 'LIVERPOOL' fan♥️",We need new players especially in our midfield we have to admire that football is evaluating so quick so we have to be updated with time but you will never walk alone ❤,Great performance from Liverpool,I haven't seen a bad highlights of Liverpool in the last 2 seasons like this except 20/21 City match,Still my team and has been my team all my life...Always be my team...good game the bee's...on to the next  YNWA ⛳,"If Toney plays, we are demolished. Absolute shambolic",They had about 2 goals ruled out in the first half and I am surprised what the back 4 are doing conceding from corners.,"Half of our losses/ties this year would have been ties/wins if we didn't get rid of Mane, honestly, even with the other people struggling.","from what i saw Nunez was not the problem, he was a nuisance to the Brentford defence"
Liverpool,WA5XkP9qr2c,I've never seen someone as humble as Faes he scored twice! And he still didn't celebrate! Salute o7,Faes is so clinical. The angle of the first goal was just incredible. Leicester never had a chance.,"If Faes continues like this, even the golden boot is not far away!",Faes was the best Liverpool player on the pitch tonight!,"Bags in 2 brilliant goal. First was all technique but the second was just a striker’s instinct. Right place, right time! Absolutely phenomenal!","Life is NOT fair. A team scores three goals and still goes on to lose the game, while the team which never scored a single goal bags the three points 🥵",The best own goals so far. Faes might have thought he is a Liverpool player.,That top left corner finish! No goalkeeper (teammate or opposing team's) can save that!,Leicester always produce amazing centre back of all time. Even the legend Harry Miguire will be absolutely proud of him.,"I don't what type of karma Faes had, but the bad luck in this game is unreal","Man of the match,Faes","In such day when our attackers not able to finish, we need quality defenders like Faes to get this done.","That second goal, God I'm choking on laughter . This guy is phenomenal, Liverpool should get him",I like it how Nunez played even though he didn't score.he improved the quality of LFC's attack 🤗,Fucking love Nunez he’s so determined to get the goals and he never lets his misses get him down he keeps going and keeps causing chaos and the defence is never safe when they have this man running at them he’s so fast too he’s going through a dry spell right now like many strikers do next season this man will be a beast,"I'm loving the impact Nunez is having on the game. After Vinicius proved that you can learn how to become a good finisher, I'm not worried about him not taking his chances for now. His influence is growing more and more each game.","That is the first brace of Faes' career, feel bad for him that he was on a hat-trick but couldn't quite net the third.",This game proved we need two midfielders in.,That first own goal was just unlucky but his teammates can't look him in the eye after that second one ,World class finish by Faes!!! ,"No question this is the BEST GOAL OF THE YEAR WHAT A HUMBLE PLAYER, FAES DESERVE A PUSKAS AWARD","""SHOOOOOOT"" Every time Faes had the ball after the second own goal haha",So basically Leicester scored 3 goals and Liverpool was like just making ways to the goals.,Nunez is rock solid mentally. His head never drops. Guy is a gonna be a force of nature in his 2nd season just like he always is.,Nunez ..what a play...will be one of the undisputed players for upcoming seasons,I'm glad that Belgiun players are still keeping their world cup form in club level.,"an incredible double whammy by Faes!
what better way to help your team win by playing for the opposition and scoring own goals!
he is the hero of Liverpool, but they really were excellent goals :)",Faes still Liverpool top goal scorer after the World Cup. What a legend!,Thank you Faes for the Own goals which are to watch during the new year toast! C'mon Liverpool!,best own goal.. all of time..
Liverpool,8TUSAEbxiN8,That first goal was a piece of art!,Trent’s quick overhead pass to Robertson was so tidy. The whole goal was class. Well played lads,"I know Nunez is never gonna be the striker I wanted him to be.  But I love his work-rate and passion.  When we score he looks more happy than anyone else.  When we concede, he looks more upset than anyone else.  And the effort he puts in every match, I can't fault.",1st goal was great. TAA's pass was incredible.,Great goal by Van Dijk. It's rare that a CB is able to make a goal like that with his weaker foot.,Nunez not scoring but still crucial in this game.✊✊,Nobody is talking about that sublime pass from Arnold so unreal,"Robertson having most assist (54)as a defender 🤩
What a record!",Liverpool so strong without Jota and Diaz Can't wait to see them back ,Salah is really good. His acceleration is phenomenal,"Darwin Nunez is a absolutely incredible player he needs to have confidence in-front of the net and ignore all the hater among him. Considering as a Man City fan I would really like to see Liverpool coming back on top to have a more competitive and entertaining league, indeed we might have competition with Arsenal this year but we are used to see Liverpool chasing us on the PL. All the best to Liverpool and their fans during this season hopefully you come back at the usual position competing with Manchester City, Arsenal, Manchester United on the title.",As an arsenal fan I think liverpool will have a great end to the year and it’ll be a real title race,"Nunez is a fantastic player. Causes absolute carnage every time I see him. If he starts putting his chances away,  he'd get 2/3 a game.","Slowly but surely we are starting to see the old Liverpool coming back. What a pity that the first part of the season went so badly. Still, there are 23 games left to play and a lot of points to play for. Let's just see where it takes us.",Ben Doak and Bajcetic are really special! I'm sure they will turn out to be fantastic footballers very soon,"Great team work
Bajecetic superb
Salah amazing ",I love watching Liverpool win and Salah score ⁦❤️⁩,Salah  the Gem of liverpool,Nunez is going to be a terror to PL defences. His pace is out of this world.,"We all know that Nunez hasn't been taking his chances but boy, what a handful he is for defenders!",Glad to see Nunez and TAA back to their peak performance,I really appreciate what Darwin dedicated to the team even though he does not score a goal but you can see his passion and work rate throughout the game.,Good win. Mo seems like the one we all know about. With energy passion and goals. Nuñez is a matter of time untill he can control his explosivness. Pretty good back line defence. LFC YNWA.,Class from Bijcetic  We're back on track ,"I'm French but I love Liverpool. Moreover the ambiance at Anfield is amazing ( the best stadium of the world I think ). My dream is to watch a game at Anfield and to sing the ""You'll Never Walk Alone"" with the fan🥳.",Nunez only need confidence in front of the goal that’s all. He’s very powerful and know how to run through the channels.,The Bajčetić goal looked Coutinhoesque ,Trent’s link up with Robbo leading up to the first goal was sublime.,"Darwin at Benfica also had a hard time scoring goals at the beginning and was highly questioned. When he started scoring, he didn't stop. It's a machine!",I was highly tensed during second half.. What an action displayed by Villa in second half! Brilliant match..
Liverpool,HjEj1vncI2k,Ox's movement to beat 4 Man City players and provide the ball up front was amazing. Really wanna see him coming back pre-ACL injury form,Defending for the third goal was shocking,Chamberlain insane assist. Nuñez always gets into great positions but his finishing is inconsistent!!! Once he bangs those in he’s gonna be unstoppable,Didn't realize how much I appreciated the world cup and having a break from this team till now,Respect for mahrez ,"Positives from this match: Chamberlain looks good to be playing as a RCM or winger if we stick to 4-4-2, we can finally give up on Gomez and move to other  CB's, Nunez looks threatening despite his misses
Negatives: Keita looks woeful, we need a RB or play Gomez there and move TAA centrally, Carvalho still isn't good enough to replace Jota or Diaz, Nunez has to work on.his decision making","That fab block from KDB strike is brilliant. If fab wasn't there, it could've been 4-2",Fabinho defending at the 4th goal was incredible!,"Great game, Numez needs to improve his finishing! Great player, does everything right, but needs to finish better! YNWA","Gomez was SHOCKING.
And Núñez should be putting those chances in the net.

Edit: ( How tf have i somehow created another war).",Good performance by keeper Kelleher. Precise pass by Milner to Carvalho that he elegantly glided into the goal.,To be fair to both clubs this game has come to soon after the world cup.,2 midfielder’s are definitely needed this January the midfield is a mess. Gomez needs to go and Milner now injuries to often. Another thing I cannot understand is why we gave Gomez a new deal just a waste of money ,This would've been a whole lot different if Van Dijk was there,Can we appreciate that setup from Oxlade Chamberlain. Does he get ‘half’ an assist?,We exit the Carabao Cup.We lost Post World Cup Fifa World Cup Qatar A very difficult game against Manchester City Great game We were eliminated from the English League Cup Carabobo Cup I am proud of my players Now think about Monday December 26 vs Aston Villa date 17 at 5:30 p.m. Let S Go Reds My Team LFC ❤️❤️❤️,Congratulations to Nunez for a hattrick of misses ,What a signing Nunez has been for man city 100 mil justified ,Of course my boy Haaland scored a goal!,De Bruyne is a on another level.,He was Liverpool’s best player again,kelleher. what a keeper!,We need our attackers back in full fitness! ,Mahrez just world class,Not a bad one considering some major absence and the world cup break.,"How come Liverpool get the high frame per second highlights but Sky and Man City don't?

This is how football should be shown, it's almost 2023.","End Of Era, but Never Walk Alone...","Good job boys!! ♡ 
YNWA ♥",15 goals 6 assist salah this season,Can someone ask Klopp if there is any situation for the long ball down the line behind the defense. Is it very easy to sort out this issue
Liverpool,ZJ55k-Z675w,"Matip is capable to play as DM. Good physical, good passing, good defending and most importantly his reading of opponents.",I know it's been a sort of running joke in the fanbase for a while but I genuinely want to see Matip play DM for just one game.,can we talk about that flick from bobby to thiago for his goal.the man is just class,That pass in behind for the third goal was class,I don't think we gonna get another bobby. He is just insane,"Ben Doak is gonna be a legend, get him as much play time as poss in first team","I love when Joel makes the runs into the box, truly majestic","Glad Darwin back with his goals and the youngster is very promising especially Clark, bajcetic and doak.","Well played, Thiago Goal was pure, Darwin is a absolute speed machine. Good signs  with the restart of the PL season in 10 days.",Darwin’s acceleration on the run for that second goal was fucking insane,Darwin almost missed the second there . This guy is an odd one but he'll definitely be a handful for any defence,"That pass for Darwins first, my god, class!","That flick from Bobby for Thiago belter, just pure sauce from Bobby 🤯",That first goal is sensational the way we carved straight through them without them getting as much as a sniff of the ball.,"Having not started every game at first, Darwin is becoming a natural selection.",Didn’t notice during the World Cup but Darwin looks huge. They’ve really worked on his physique.,"Núñez my fav his speed,shot power , heading technique ",Both goal from Nunez was assisted from our youngsters! Amazing,You don’t often see a defender give up on a foot race but Nunez had him on toast. 1:08,Amazing goal and defending for Liverpool,Darwin Nunez is back ❤️,Good to see Nunez and Salah get on the scoresheet again cmon the reds!,I see Thiago scoring outside the box goals,"Just curious, last goal was prob gonna get ruled out for offside by var if they had right? Nunez was in front of everyone when Doak passed to him","✨Amazing macht✨

CONGRATS LIVERPOOL
♥️♥️♥️♥️",Im so happy Darwin is starting to show his class ,"good win + good to see the 1st 25mins against Lyon turn into pretty much 75/80mins,also more continuity before CITY and the young boys ,especially Doak he looks a genuine prospect to me YNWA","Matip - best attacking midfielder we have!

I love Joel....always maintained he was our 2nd best CB, even when Martin -Clown- Keown was talking up Gomez & Virg as LFC's best partnership.","Kerja bagus Nunez, semoga selalu bermain bagus di kompetisi liga Inggris dan Eropa.",clark's assist to Darwin was a gem pass
Fulham,dau3-UcSM6o,legends say that the ball is still on its way to the moon after hitting that crossbar.,I believe Fulham had a good season up until a few games before the FA Cup knockout... Fulham's season is over. Mid-table finish is the best we can hope for.,Oh well. Congrats Bournemouth and on to the next one.,I believe that Fulham staying in the Premier League matters than qualifying for a place in Europe.,미트로비치 결장이 너무 크다,come on fulham,Bournemouth only had beautifull goals and chances this match.,🤭🤭🤭 Bg lh chance kek Bournemouth bernafas...patut Solomon masuk second half...,夏に大型補強してください,Is Fulham going to stay in the Premier League next season? Maths and Statistics said Fulham are not safe yet.,I feel sorry you have to put up with that commentary!,Unbelievable Goal From Andreas Pereira. Fulham FC Defeat Against AFC Bournemouth In The Vitality Stadium.,Solanke is your daddy,"Poor defending, must beat west ham in next game or slide down the league.",You lot state our  fans and past staff now here is karma  shocking fulham 1 man team,ezezezezezezezezezez,Change this commentator. Dude has no emotion,"Watching a football match is good feeling but think Jesus-Christ the son of the living God, is the way, the truth and the life. The day of repentance is today. Stay blessed",Dead commentary,Fulham disappointing us always. Am done with you Nonsense.,,,,,,,,,,
Fulham,BzERpObLzIc,"Fulham blew it, the manager should of Kept his cool .1-1 still in the tie and extra time   that was the only way United where going to score ,if Fulham lost concentration. This will hurt for a very long time, for Fulham when you know you threw it away.",thank you Fulham,Mitro Tenk ,"No Solomon, no party",What's so funny is Willian trying to convince the Ref that it wasn't handball when it was crystal clear for everyone ..,Just dont be surprised if sololmon will decide to leave fulham at the end of this season!!!  He had to play at least 45 min,Poor willian bro,Unbelievable Goal From Alexander Mitrovic. Fulham FC Defeat Against Manchester United In The Old Trafford. Fulham FC Eleminated From Emirates FA Cup Season 2022-2023.,"It was nice to hear such an unbiased piece of commentary,  from Mitrovic 2nd header only being inches wide, to William's great block on the line. To ""I don't think it is,  I've got to be honest""  to William's it should be a yellow card  and ""some kind of poetic justice if Man United don't score the penalty"" I bet your still upset they took down Micheal Jackson's statue! what a pair of muppets",Man utd Definitely payed the ref ,It wouldn't have happened if Manor was open in the starting 11,"He should've let in , hold that 1-1 and let solomon in .",Solomon could do all the difference in the game. Let him in after 89 min its a joke.,Fulham showed everyone how to throw away a game that you had in the bag. No only a game but also a chance of playing in Europe. A whole season’s hard work blown away in 60 seconds. ,"what Mitrovic did was stupid, Fulham played very well, even if it's a penalty and a red card, they can still put up a fight with 10 men, but with 9, it's over.","Fulhamish fc a! cor we find genius ways to be unsuccesful, still love us though, COYW","A season wrecked by a corrupt referee. Kavanagh already had form against Fulham earlier in the season when he allowed not one ,but two 'hand of god' goals by West Ham. The handball, if it existed at all, by Willian was marginal and clearly not intentional, he also overlooked a blatant foul in the penalty box by Maguire. The 'shoving' incident with Mitro looked fairly innocuous and was nowhere near the level of De Canio's assault of a few seasons back, yet it has promoted calls for twenty match ban.","why manor salomon not play, why?",Handball on the line is handball on the line and the rules are clear. A push on the ref is a push on the ref and the rules are clear. It is dishonest to edit out the actual push.,Gg gg,mitrovic ruined the game,"Mitrovic will get a multi game ban for this. Its hypocrisy though as Fernandes got away scot-free for his push on a linesman against Liverpool. Luckily we are safe in the league, can you imagine Mitro doing this if we were in a relegation battle!",,,,,,,,
Fulham,IF9sv8sy1Hk,A team that deserves respect from an Arsenal fan ♥️,"Fulham aren't push overs at all, this shows how strong Arsenal really are.",Full credit to Fulham. You guys actually tried to play proper football. Ofc our quality shone through the end. But you guys should be proud of the way you tried to play. Most teams we come up against just park the bus. Good luck for the rest of the season.,"Fulham is a good team, your #33 was horrible today. This is Arsenal ❤",Partey master of midfield ❤,"Our defending was awful which is surprising for us this season. Mitro totally not himself at the moment, we didn't look dangerous in attack. I hope we can pick ourselves up for a big game against man u. COYW.",Great win for Arsenal,Thank you so much Fulham for the three points  we're the gunner's,We had our chances...just need more aggressive mindset on defense,Reply this comment if you're here for arsenal,Not Trossard getting 3 assists ,"We are destroyed by Trossard's cross. If they don't have him, we can change the game and the story will be different. We must bounce back in the next game.
",I'm an Arsenal fan and watched it on Fulham's Channel watch to the offside own goal,Good game by manor. The best player in the squad,"The defence … WTF … they solid somehow but in defence, you laid back …",VAR really going OTT for the disallowed goal! Micrometers at the ready to judge against the Arsenal!,"You guys are a good team, but I felt you respected arsenal too
Much today, we were expecting more deliveries into the box. This doesn't define Fulham, good team overall and better things to come.",Arsenal winning eleven is back,"Aduh..kenapa Fulham main tak macam biasa...Arsenal menang besar sebab Fulham main tak power macam biasa..takkanlah Palinha tak ada dalam starting eleven terus team main tak power..kalau betul kita main tak power disebabkan palhinha tak ada, then we should have a contingency plan..saya percaya Marco Silva tahu apa masalah kita and he will find a way to improve our game..watched the entirely and saw some of our players not performing well..we lost because we played poorly..if we were at our best, we can win or draw or perhaps lose with a tight margin..oh well, don't dwell on this result..overall, we've performed beyond expectations and being at the top half of the premier league by now is the best we could've wished for..imagine what can Marco Silva n co can achive by the end of this season and the next campaign..Come on you whites!!!","Disasterclass from Robinson, what a surprise. Let City have him.","We can win this league if we playing like that. I think we need sign world class left back, i can watch Robinson play, so awful.",As a Dutchman I can say it’s not ‘Kenny Tetty’ but ‘Kenny Taytuh’,Did the defence fear to come closer to the Arsenal players??? What were they afraid of???,Oh that was sad ,Pereira is not perform today,"What a poor defense, lol. How is that too easy and there is no pressure from the back",aupa arsenal,Gunner's forever,Love Manor Solomon ❤️,You’ve only come to see the Arsenal!
